"pop","individual","value","env","trait"
1,"147",68,"07CL","silk"
1,"147",66,"07IL","silk"
1,"147",69,"06MO","silk"
1,"148",80,"06IL","silk"
1,"148",90,"06A","silk"
1,"148",79,"07A","silk"
1,"148",71,"07CL","silk"
1,"148",70,"07IL","silk"
1,"148",63,"06MO","silk"
1,"149",79,"06IL","silk"
1,"149",94,"06A","silk"
1,"149",78,"07A","silk"
1,"149",69,"07CL","silk"
1,"149",65,"07IL","silk"
1,"149",74,"06MO","silk"
1,"149",67,"07MO","silk"
1,"150",77,"06IL","silk"
1,"150",92,"06A","silk"
1,"150",87,"07A","silk"
1,"150",73,"07CL","silk"
1,"150",67,"07IL","silk"
1,"150",62,"06MO","silk"
1,"151",78,"06IL","silk"
1,"151",83,"07A","silk"
1,"151",72,"07CL","silk"
1,"151",70,"07IL","silk"
1,"151",65,"06MO","silk"
1,"152",75,"06IL","silk"
1,"152",90,"06A","silk"
1,"152",84,"07A","silk"
1,"152",70,"07CL","silk"
1,"152",68,"07IL","silk"
1,"152",69,"06MO","silk"
1,"152",66,"07MO","silk"
1,"153",75,"06IL","silk"
1,"153",87,"06A","silk"
1,"153",83,"07A","silk"
1,"153",73,"07CL","silk"
1,"153",70,"07IL","silk"
1,"153",70,"06MO","silk"
1,"153",65,"07MO","silk"
1,"154",82,"06IL","silk"
1,"154",98,"06A","silk"
1,"154",85,"07A","silk"
1,"154",73,"07CL","silk"
1,"154",71,"07IL","silk"
1,"154",67,"06MO","silk"
1,"156",77,"06IL","silk"
1,"156",95,"06A","silk"
1,"156",91,"07A","silk"
1,"156",74,"07CL","silk"
1,"156",66,"07IL","silk"
1,"156",70,"07MO","silk"
1,"157",77,"06IL","silk"
1,"157",91,"06A","silk"
1,"157",80,"07A","silk"
1,"157",73,"07CL","silk"
1,"157",73,"07IL","silk"
1,"157",74,"06MO","silk"
1,"158",81,"06IL","silk"
1,"158",91,"06A","silk"
1,"158",82,"07A","silk"
1,"158",70,"07CL","silk"
1,"158",70,"07IL","silk"
1,"158",69,"06MO","silk"
1,"159",77,"06IL","silk"
1,"159",88,"06A","silk"
1,"159",81,"07A","silk"
1,"159",71,"07CL","silk"
1,"159",70,"07IL","silk"
1,"159",66,"06MO","silk"
1,"160",81,"06IL","silk"
1,"160",103,"06A","silk"
1,"160",83,"07A","silk"
1,"160",74,"07CL","silk"
1,"160",73,"07IL","silk"
1,"160",75,"06MO","silk"
1,"161",82,"06IL","silk"
1,"161",98,"06A","silk"
1,"161",82,"07A","silk"
1,"161",74,"07CL","silk"
1,"161",73,"07IL","silk"
1,"161",75,"06MO","silk"
1,"161",70,"07MO","silk"
1,"162",78,"06IL","silk"
1,"162",94,"06A","silk"
1,"162",80,"07A","silk"
1,"162",70,"07CL","silk"
1,"162",67,"07IL","silk"
1,"162",65,"06MO","silk"
1,"163",75,"06IL","silk"
1,"163",94,"06A","silk"
1,"163",81,"07A","silk"
1,"163",66,"07CL","silk"
1,"163",70,"07IL","silk"
1,"163",66,"06MO","silk"
1,"164",81,"06IL","silk"
1,"164",98,"06A","silk"
1,"164",81,"07A","silk"
1,"164",70,"07CL","silk"
1,"164",72,"07IL","silk"
1,"164",70,"06MO","silk"
1,"165",78,"06IL","silk"
1,"165",91,"06A","silk"
1,"165",78,"07A","silk"
1,"165",73,"07CL","silk"
1,"165",73,"07IL","silk"
1,"165",75,"06MO","silk"
1,"166",75,"06IL","silk"
1,"166",94,"06A","silk"
1,"166",81,"07A","silk"
1,"166",70,"07CL","silk"
1,"166",69,"07IL","silk"
1,"166",74,"06MO","silk"
1,"166",67,"07MO","silk"
1,"167",78,"06IL","silk"
1,"167",86,"06A","silk"
1,"167",79,"07A","silk"
1,"167",73,"07CL","silk"
1,"167",70,"07IL","silk"
1,"167",71,"06MO","silk"
1,"168",77,"06IL","silk"
1,"168",92,"06A","silk"
1,"168",77,"07A","silk"
1,"168",73,"07CL","silk"
1,"168",65,"07IL","silk"
1,"169",75,"06IL","silk"
1,"169",98,"06A","silk"
1,"169",83,"07A","silk"
1,"169",73,"07CL","silk"
1,"169",73,"07IL","silk"
1,"169",75,"06MO","silk"
1,"170",88,"06IL","silk"
1,"170",95,"06A","silk"
1,"170",89,"07A","silk"
1,"170",75,"07CL","silk"
1,"170",73,"07IL","silk"
1,"170",72,"06MO","silk"
1,"171",75,"06IL","silk"
1,"171",106,"06A","silk"
1,"171",80,"07A","silk"
1,"171",74,"07CL","silk"
1,"171",70,"07IL","silk"
1,"171",66,"06MO","silk"
1,"172",74,"06IL","silk"
1,"172",101,"06A","silk"
1,"172",77,"07A","silk"
1,"172",70,"07CL","silk"
1,"172",70,"07IL","silk"
1,"172",67,"06MO","silk"
1,"173",75,"06IL","silk"
1,"173",106,"06A","silk"
1,"173",79,"07A","silk"
1,"173",68,"07CL","silk"
1,"173",65,"07IL","silk"
1,"173",66,"06MO","silk"
1,"174",81,"06IL","silk"
1,"174",94,"06A","silk"
1,"174",85,"07A","silk"
1,"174",72,"07CL","silk"
1,"174",68,"07IL","silk"
1,"174",73,"06MO","silk"
1,"175",80,"06IL","silk"
1,"175",97,"06A","silk"
1,"175",81,"07A","silk"
1,"175",73,"07CL","silk"
1,"175",69,"07IL","silk"
1,"175",66,"06MO","silk"
1,"176",82,"06IL","silk"
1,"176",99,"06A","silk"
1,"176",83,"07A","silk"
1,"176",76,"07CL","silk"
1,"176",71,"07IL","silk"
1,"176",66,"06MO","silk"
1,"177",76,"06IL","silk"
1,"177",100,"06A","silk"
1,"177",78,"07A","silk"
1,"177",72,"07CL","silk"
1,"177",70,"07IL","silk"
1,"177",68,"06MO","silk"
1,"178",77,"06IL","silk"
1,"178",86,"06A","silk"
1,"178",76,"07A","silk"
1,"178",68,"07CL","silk"
1,"178",68,"07IL","silk"
1,"178",73,"06MO","silk"
1,"180",78,"06IL","silk"
1,"180",94,"06A","silk"
1,"180",81,"07A","silk"
1,"180",70,"07CL","silk"
1,"180",70,"07IL","silk"
1,"180",64,"06MO","silk"
1,"181",75,"06IL","silk"
1,"181",100,"06A","silk"
1,"181",84,"07A","silk"
1,"181",74,"07CL","silk"
1,"181",73,"07IL","silk"
1,"181",78,"06MO","silk"
1,"182",84,"06IL","silk"
1,"182",83,"07A","silk"
1,"182",76,"07CL","silk"
1,"182",72,"07IL","silk"
1,"182",71,"06MO","silk"
1,"183",78,"06IL","silk"
1,"183",105,"06A","silk"
1,"183",83,"07A","silk"
1,"183",73,"07CL","silk"
1,"183",73,"07IL","silk"
1,"183",74,"06MO","silk"
1,"183",67,"07MO","silk"
1,"184",78,"06IL","silk"
1,"184",90,"06A","silk"
1,"184",79,"07A","silk"
1,"184",72,"07CL","silk"
1,"184",70,"07IL","silk"
1,"184",65,"06MO","silk"
1,"185",81,"06IL","silk"
1,"185",92,"06A","silk"
1,"185",82,"07A","silk"
1,"185",72,"07CL","silk"
1,"185",75,"07IL","silk"
1,"185",67,"06MO","silk"
1,"186",86,"06IL","silk"
1,"186",96,"06A","silk"
1,"186",87,"07A","silk"
1,"186",73,"07CL","silk"
1,"186",68,"07IL","silk"
1,"186",70,"06MO","silk"
1,"187",81,"06IL","silk"
1,"187",94,"06A","silk"
1,"187",86,"07A","silk"
1,"187",75,"07CL","silk"
1,"187",75,"07IL","silk"
1,"187",75,"06MO","silk"
1,"187",69,"07MO","silk"
1,"188",78,"06IL","silk"
1,"188",88,"06A","silk"
1,"188",69,"07CL","silk"
1,"188",68,"07IL","silk"
1,"188",71,"06MO","silk"
1,"189",73,"06IL","silk"
1,"189",87,"06A","silk"
1,"189",75,"07A","silk"
1,"189",69,"07CL","silk"
1,"189",70,"07IL","silk"
1,"189",66,"06MO","silk"
1,"189",64,"07MO","silk"
1,"190",86,"06IL","silk"
1,"190",92,"06A","silk"
1,"190",86,"07A","silk"
1,"190",77,"07CL","silk"
1,"190",73,"07IL","silk"
1,"190",78,"06MO","silk"
1,"191",75,"06IL","silk"
1,"191",88,"06A","silk"
1,"191",81,"07A","silk"
1,"191",72,"07CL","silk"
1,"191",73,"07IL","silk"
1,"191",66,"06MO","silk"
1,"192",75,"06IL","silk"
1,"192",107,"06A","silk"
1,"192",80,"07A","silk"
1,"192",67,"07CL","silk"
1,"192",73,"07IL","silk"
1,"193",76,"06IL","silk"
1,"193",88,"06A","silk"
1,"193",81,"07A","silk"
1,"193",73,"07CL","silk"
1,"193",65,"07IL","silk"
1,"193",70,"06MO","silk"
1,"194",80,"06IL","silk"
1,"194",86,"06A","silk"
1,"194",77,"07A","silk"
1,"194",70,"07CL","silk"
1,"194",70,"07IL","silk"
1,"194",65,"06MO","silk"
1,"194",63,"07MO","silk"
1,"195",78,"06IL","silk"
1,"195",95,"06A","silk"
1,"195",79,"07A","silk"
1,"195",71,"07CL","silk"
1,"195",70,"07IL","silk"
1,"195",66,"06MO","silk"
1,"196",82,"06IL","silk"
1,"196",80,"07A","silk"
1,"196",76,"07CL","silk"
1,"196",75,"07IL","silk"
1,"196",68,"06MO","silk"
1,"197",75,"06IL","silk"
1,"197",99,"06A","silk"
1,"197",80,"07A","silk"
1,"197",72,"07CL","silk"
1,"197",70,"07IL","silk"
1,"197",65,"06MO","silk"
1,"198",75,"06IL","silk"
1,"198",91,"06A","silk"
1,"198",78,"07A","silk"
1,"198",69,"07CL","silk"
1,"198",67,"07IL","silk"
1,"198",67,"06MO","silk"
1,"199",81,"06IL","silk"
1,"199",94,"06A","silk"
1,"199",80,"07A","silk"
1,"199",71,"07CL","silk"
1,"199",73,"07IL","silk"
1,"199",65,"06MO","silk"
1,"199",67,"07MO","silk"
1,"200",79,"06IL","silk"
1,"200",93,"06A","silk"
1,"200",81,"07A","silk"
1,"200",70,"07CL","silk"
1,"200",70,"07IL","silk"
1,"200",68,"06MO","silk"
2,"1",80,"06IL","silk"
2,"1",104,"06A","silk"
2,"1",83,"07A","silk"
2,"1",72,"07CL","silk"
2,"1",78,"07IL","silk"
2,"1",67,"06MO","silk"
2,"1",68,"07MO","silk"
2,"2",82,"06IL","silk"
2,"2",108,"06A","silk"
2,"2",86,"07A","silk"
2,"2",71,"07CL","silk"
2,"2",73,"07IL","silk"
2,"2",76,"06MO","silk"
2,"3",82,"06IL","silk"
2,"3",90,"06A","silk"
2,"3",82,"07A","silk"
2,"3",71,"07CL","silk"
2,"3",75,"07IL","silk"
2,"3",77,"06MO","silk"
2,"4",80,"06IL","silk"
2,"4",101,"06A","silk"
2,"4",81,"07A","silk"
2,"4",72,"07CL","silk"
2,"4",73,"07IL","silk"
2,"4",71,"06MO","silk"
2,"5",78,"06IL","silk"
2,"5",93,"06A","silk"
2,"5",83,"07A","silk"
2,"5",69,"07CL","silk"
2,"5",71,"07IL","silk"
2,"5",65,"06MO","silk"
2,"5",66,"07MO","silk"
2,"6",88,"06IL","silk"
2,"6",99,"06A","silk"
2,"6",91,"07A","silk"
2,"6",75,"07CL","silk"
2,"6",74,"07IL","silk"
2,"7",77,"06IL","silk"
2,"7",96,"06A","silk"
2,"7",79,"07A","silk"
2,"7",72,"07CL","silk"
2,"7",71,"07IL","silk"
2,"7",66,"06MO","silk"
2,"8",78,"06IL","silk"
2,"8",101,"06A","silk"
2,"8",89,"07A","silk"
2,"8",72,"07CL","silk"
2,"8",76,"07IL","silk"
2,"8",66,"06MO","silk"
2,"9",84,"06IL","silk"
2,"9",106,"06A","silk"
2,"9",91,"07A","silk"
2,"9",78,"07CL","silk"
2,"9",77,"07IL","silk"
2,"9",77,"06MO","silk"
2,"10",90,"06IL","silk"
2,"10",94,"06A","silk"
2,"10",85,"07A","silk"
2,"10",71,"07CL","silk"
2,"10",75,"07IL","silk"
2,"11",84,"06IL","silk"
2,"11",104,"06A","silk"
2,"11",81,"07A","silk"
2,"11",68,"07CL","silk"
2,"11",73,"07IL","silk"
2,"11",75,"06MO","silk"
2,"12",86,"06IL","silk"
2,"12",94,"06A","silk"
2,"12",84,"07A","silk"
2,"12",72,"07CL","silk"
2,"12",73,"07IL","silk"
2,"12",70,"06MO","silk"
2,"12",68,"07MO","silk"
2,"13",87,"06IL","silk"
2,"13",98,"06A","silk"
2,"13",87,"07A","silk"
2,"13",75,"07CL","silk"
2,"13",74,"07IL","silk"
2,"13",70,"06MO","silk"
2,"14",77,"06IL","silk"
2,"14",102,"06A","silk"
2,"14",86,"07A","silk"
2,"14",72,"07CL","silk"
2,"14",73,"07IL","silk"
2,"14",70,"06MO","silk"
2,"15",104,"06A","silk"
2,"15",83,"07A","silk"
2,"15",72,"07CL","silk"
2,"15",73,"07IL","silk"
2,"15",69,"06MO","silk"
2,"16",89,"06A","silk"
2,"16",79,"07A","silk"
2,"16",69,"07CL","silk"
2,"16",70,"07IL","silk"
2,"16",70,"06MO","silk"
2,"17",81,"06IL","silk"
2,"17",93,"06A","silk"
2,"17",87,"07A","silk"
2,"17",73,"07CL","silk"
2,"17",73,"07IL","silk"
2,"17",73,"06MO","silk"
2,"18",88,"06IL","silk"
2,"18",92,"06A","silk"
2,"18",82,"07A","silk"
2,"18",68,"07CL","silk"
2,"18",72,"07IL","silk"
2,"18",68,"06MO","silk"
2,"18",70,"07MO","silk"
2,"19",86,"06IL","silk"
2,"19",94,"06A","silk"
2,"19",86,"07A","silk"
2,"19",72,"07CL","silk"
2,"19",77,"07IL","silk"
2,"19",71,"06MO","silk"
2,"19",69,"07MO","silk"
2,"20",92,"06IL","silk"
2,"20",97,"06A","silk"
2,"20",82,"07A","silk"
2,"20",71,"07CL","silk"
2,"20",72,"07IL","silk"
2,"20",70,"06MO","silk"
2,"20",68,"07MO","silk"
2,"21",83,"06IL","silk"
2,"21",101,"06A","silk"
2,"21",85,"07A","silk"
2,"21",73,"07CL","silk"
2,"21",73,"07IL","silk"
2,"21",67,"06MO","silk"
2,"21",68,"07MO","silk"
2,"22",84,"06IL","silk"
2,"22",111,"06A","silk"
2,"22",89,"07A","silk"
2,"22",75,"07CL","silk"
2,"22",73,"07IL","silk"
2,"22",74,"06MO","silk"
2,"22",70,"07MO","silk"
2,"23",86,"06IL","silk"
2,"23",114,"06A","silk"
2,"23",82,"07A","silk"
2,"23",71,"07CL","silk"
2,"23",73,"07IL","silk"
2,"23",71,"06MO","silk"
2,"23",69,"07MO","silk"
2,"24",84,"06IL","silk"
2,"24",106,"06A","silk"
2,"24",88,"07A","silk"
2,"24",70,"07CL","silk"
2,"24",73,"07IL","silk"
2,"24",69,"06MO","silk"
2,"25",80,"06IL","silk"
2,"25",97,"06A","silk"
2,"25",87,"07A","silk"
2,"25",72,"07CL","silk"
2,"25",73,"07IL","silk"
2,"25",72,"06MO","silk"
2,"26",82,"06IL","silk"
2,"26",92,"06A","silk"
2,"26",82,"07A","silk"
2,"26",72,"07CL","silk"
2,"26",74,"07IL","silk"
2,"26",75,"06MO","silk"
2,"27",86,"06IL","silk"
2,"27",91,"06A","silk"
2,"27",79,"07A","silk"
2,"27",70,"07CL","silk"
2,"27",71,"07IL","silk"
2,"27",71,"06MO","silk"
2,"28",88,"06IL","silk"
2,"28",109,"06A","silk"
2,"28",84,"07A","silk"
2,"28",75,"07CL","silk"
2,"28",76,"07IL","silk"
2,"28",79,"06MO","silk"
2,"28",72,"07MO","silk"
2,"29",78,"06IL","silk"
2,"29",98,"06A","silk"
2,"29",78,"07A","silk"
2,"29",72,"07CL","silk"
2,"29",70,"07IL","silk"
2,"29",64,"06MO","silk"
2,"30",82,"06IL","silk"
2,"30",105,"06A","silk"
2,"30",80,"07A","silk"
2,"30",71,"07CL","silk"
2,"30",72,"07IL","silk"
2,"31",78,"06IL","silk"
2,"31",88,"06A","silk"
2,"31",82,"07A","silk"
2,"31",68,"07CL","silk"
2,"31",72,"07IL","silk"
2,"31",68,"06MO","silk"
2,"32",79,"06IL","silk"
2,"32",100,"06A","silk"
2,"32",83,"07A","silk"
2,"32",69,"07CL","silk"
2,"32",75,"07IL","silk"
2,"32",69,"06MO","silk"
2,"33",84,"06IL","silk"
2,"33",113,"06A","silk"
2,"33",90,"07A","silk"
2,"33",73,"07CL","silk"
2,"33",72,"07IL","silk"
2,"33",68,"06MO","silk"
2,"34",84,"06IL","silk"
2,"34",94,"06A","silk"
2,"34",80,"07A","silk"
2,"34",72,"07CL","silk"
2,"34",73,"07IL","silk"
2,"34",79,"06MO","silk"
2,"35",80,"06IL","silk"
2,"35",100,"06A","silk"
2,"35",84,"07A","silk"
2,"35",69,"07CL","silk"
2,"35",73,"07IL","silk"
2,"35",66,"06MO","silk"
2,"36",82,"06IL","silk"
2,"36",102,"06A","silk"
2,"36",87,"07A","silk"
2,"36",72,"07CL","silk"
2,"36",73,"07IL","silk"
2,"36",78,"06MO","silk"
2,"37",82,"06IL","silk"
2,"37",94,"06A","silk"
2,"37",85,"07A","silk"
2,"37",71,"07CL","silk"
2,"37",73,"07IL","silk"
2,"37",75,"06MO","silk"
2,"38",82,"06IL","silk"
2,"38",113,"06A","silk"
2,"38",89,"07A","silk"
2,"38",71,"07CL","silk"
2,"38",72,"07IL","silk"
2,"38",76,"06MO","silk"
2,"39",84,"06IL","silk"
2,"39",95,"06A","silk"
2,"39",80,"07A","silk"
2,"39",69,"07CL","silk"
2,"39",71,"07IL","silk"
2,"39",68,"06MO","silk"
2,"39",67,"07MO","silk"
2,"40",82,"06IL","silk"
2,"40",106,"06A","silk"
2,"40",89,"07A","silk"
2,"40",72,"07CL","silk"
2,"40",73,"07IL","silk"
2,"40",75,"06MO","silk"
2,"41",80,"06IL","silk"
2,"41",93,"06A","silk"
2,"41",82,"07A","silk"
2,"41",69,"07CL","silk"
2,"41",72,"07IL","silk"
2,"41",69,"06MO","silk"
2,"42",77,"06IL","silk"
2,"42",99,"06A","silk"
2,"42",92,"07A","silk"
2,"42",68,"07CL","silk"
2,"42",70,"07IL","silk"
2,"42",71,"06MO","silk"
2,"42",65,"07MO","silk"
2,"43",84,"06IL","silk"
2,"43",103,"06A","silk"
2,"43",81,"07A","silk"
2,"43",72,"07CL","silk"
2,"43",74,"07IL","silk"
2,"43",77,"06MO","silk"
2,"43",69,"07MO","silk"
2,"44",63,"06IL","silk"
2,"44",115,"06A","silk"
2,"44",89,"07A","silk"
2,"44",75,"07CL","silk"
2,"44",77,"07IL","silk"
2,"44",82,"06MO","silk"
2,"45",86,"06IL","silk"
2,"45",99,"06A","silk"
2,"45",80,"07A","silk"
2,"45",71,"07CL","silk"
2,"45",71,"07IL","silk"
2,"45",64,"06MO","silk"
2,"46",82,"06IL","silk"
2,"46",95,"06A","silk"
2,"46",83,"07A","silk"
2,"46",68,"07CL","silk"
2,"46",73,"07IL","silk"
2,"46",66,"06MO","silk"
2,"47",81,"06IL","silk"
2,"47",107,"06A","silk"
2,"47",84,"07A","silk"
2,"47",72,"07CL","silk"
2,"47",75,"07IL","silk"
2,"47",74,"06MO","silk"
2,"48",96,"06A","silk"
2,"48",79,"07A","silk"
2,"48",69,"07CL","silk"
2,"48",69,"07IL","silk"
2,"48",63,"06MO","silk"
2,"49",84,"06IL","silk"
2,"49",112,"06A","silk"
2,"49",84,"07A","silk"
2,"49",72,"07CL","silk"
2,"49",73,"07IL","silk"
2,"49",74,"06MO","silk"
2,"50",81,"06IL","silk"
2,"50",101,"06A","silk"
2,"50",83,"07A","silk"
2,"50",73,"07CL","silk"
2,"50",72,"07IL","silk"
2,"50",77,"06MO","silk"
2,"50",69,"07MO","silk"
2,"51",80,"06IL","silk"
2,"51",100,"06A","silk"
2,"51",83,"07A","silk"
2,"51",76,"07CL","silk"
2,"51",72,"07IL","silk"
2,"52",77,"06IL","silk"
2,"52",90,"06A","silk"
2,"52",80,"07A","silk"
2,"52",67,"07CL","silk"
2,"52",73,"07IL","silk"
2,"53",84,"06IL","silk"
2,"53",101,"06A","silk"
2,"53",87,"07A","silk"
2,"53",75,"07CL","silk"
2,"53",75,"07IL","silk"
2,"53",74,"06MO","silk"
2,"54",94,"06IL","silk"
2,"54",101,"06A","silk"
2,"54",86,"07A","silk"
2,"54",72,"07CL","silk"
2,"54",74,"07IL","silk"
2,"54",73,"06MO","silk"
2,"54",71,"07MO","silk"
2,"55",84,"06IL","silk"
2,"55",102,"06A","silk"
2,"55",91,"07A","silk"
2,"55",72,"07CL","silk"
2,"55",73,"07IL","silk"
2,"55",72,"06MO","silk"
2,"56",78,"06IL","silk"
2,"56",98,"06A","silk"
2,"56",82,"07A","silk"
2,"56",70,"07CL","silk"
2,"56",71,"07IL","silk"
2,"56",66,"06MO","silk"
2,"57",86,"06IL","silk"
2,"57",94,"06A","silk"
2,"57",89,"07A","silk"
2,"57",70,"07CL","silk"
2,"57",75,"07IL","silk"
2,"57",75,"06MO","silk"
2,"58",93,"06A","silk"
2,"58",85,"07A","silk"
2,"58",70,"07CL","silk"
2,"58",75,"07IL","silk"
2,"58",68,"06MO","silk"
2,"59",82,"06IL","silk"
2,"59",81,"07A","silk"
2,"59",70,"07CL","silk"
2,"59",73,"07IL","silk"
2,"59",70,"06MO","silk"
2,"60",84,"06IL","silk"
2,"60",106,"06A","silk"
2,"60",84,"07A","silk"
2,"60",72,"07CL","silk"
2,"60",73,"07IL","silk"
2,"60",74,"06MO","silk"
2,"61",84,"06IL","silk"
2,"61",103,"06A","silk"
2,"61",85,"07A","silk"
2,"61",72,"07CL","silk"
2,"61",73,"07IL","silk"
2,"61",70,"06MO","silk"
2,"62",88,"06IL","silk"
2,"62",94,"06A","silk"
2,"62",85,"07A","silk"
2,"62",72,"07CL","silk"
2,"62",73,"07IL","silk"
2,"62",74,"06MO","silk"
2,"62",68,"07MO","silk"
2,"63",84,"06IL","silk"
2,"63",94,"06A","silk"
2,"63",87,"07A","silk"
2,"63",71,"07CL","silk"
2,"63",73,"07IL","silk"
2,"63",72,"06MO","silk"
2,"63",68,"07MO","silk"
2,"64",84,"06IL","silk"
2,"64",102,"06A","silk"
2,"64",88,"07A","silk"
2,"64",72,"07CL","silk"
2,"64",72,"07IL","silk"
2,"64",75,"06MO","silk"
2,"64",69,"07MO","silk"
2,"65",88,"06IL","silk"
2,"65",99,"06A","silk"
2,"65",83,"07A","silk"
2,"65",73,"07CL","silk"
2,"65",73,"07IL","silk"
2,"65",69,"06MO","silk"
2,"66",92,"06IL","silk"
2,"66",94,"07A","silk"
2,"66",71,"07CL","silk"
2,"66",73,"07IL","silk"
2,"66",71,"06MO","silk"
2,"67",94,"06IL","silk"
2,"67",90,"07A","silk"
2,"67",72,"07CL","silk"
2,"67",75,"07IL","silk"
2,"67",76,"06MO","silk"
2,"68",88,"06IL","silk"
2,"68",92,"06A","silk"
2,"68",89,"07A","silk"
2,"68",72,"07CL","silk"
2,"68",73,"07IL","silk"
2,"68",77,"06MO","silk"
2,"69",84,"06IL","silk"
2,"69",95,"06A","silk"
2,"69",86,"07A","silk"
2,"69",69,"07CL","silk"
2,"69",72,"07IL","silk"
2,"69",75,"06MO","silk"
2,"70",94,"06IL","silk"
2,"70",89,"07A","silk"
2,"70",75,"07CL","silk"
2,"70",75,"07IL","silk"
2,"70",73,"06MO","silk"
2,"71",90,"06IL","silk"
2,"71",104,"06A","silk"
2,"71",89,"07A","silk"
2,"71",72,"07CL","silk"
2,"71",72,"07IL","silk"
2,"71",66,"06MO","silk"
2,"72",84,"06IL","silk"
2,"72",99,"06A","silk"
2,"72",80,"07A","silk"
2,"72",69,"07CL","silk"
2,"72",73,"07IL","silk"
2,"72",76,"06MO","silk"
2,"72",67,"07MO","silk"
2,"73",84,"06IL","silk"
2,"73",98,"06A","silk"
2,"73",86,"07A","silk"
2,"73",75,"07CL","silk"
2,"73",75,"07IL","silk"
2,"73",73,"06MO","silk"
2,"74",88,"06IL","silk"
2,"74",84,"07A","silk"
2,"74",72,"07CL","silk"
2,"74",71,"07IL","silk"
2,"74",75,"06MO","silk"
2,"75",84,"06IL","silk"
2,"75",102,"06A","silk"
2,"75",97,"07A","silk"
2,"75",75,"07CL","silk"
2,"75",78,"07IL","silk"
2,"75",77,"06MO","silk"
2,"76",80,"06IL","silk"
2,"76",93,"06A","silk"
2,"76",90,"07A","silk"
2,"76",71,"07CL","silk"
2,"76",73,"07IL","silk"
2,"76",68,"06MO","silk"
2,"77",86,"06IL","silk"
2,"77",106,"06A","silk"
2,"77",84,"07A","silk"
2,"77",72,"07CL","silk"
2,"77",73,"07IL","silk"
2,"77",73,"06MO","silk"
2,"78",78,"06IL","silk"
2,"78",91,"06A","silk"
2,"78",81,"07A","silk"
2,"78",69,"07CL","silk"
2,"78",73,"07IL","silk"
2,"78",74,"06MO","silk"
2,"79",83,"06IL","silk"
2,"79",104,"06A","silk"
2,"79",83,"07A","silk"
2,"79",75,"07CL","silk"
2,"79",73,"07IL","silk"
2,"79",76,"06MO","silk"
2,"80",83,"06IL","silk"
2,"80",98,"06A","silk"
2,"80",92,"07A","silk"
2,"80",73,"07CL","silk"
2,"80",72,"07IL","silk"
2,"80",69,"06MO","silk"
2,"81",84,"06IL","silk"
2,"81",102,"06A","silk"
2,"81",88,"07A","silk"
2,"81",77,"07CL","silk"
2,"81",75,"07IL","silk"
2,"81",70,"06MO","silk"
2,"82",77,"06IL","silk"
2,"82",93,"06A","silk"
2,"82",85,"07A","silk"
2,"82",72,"07CL","silk"
2,"82",73,"07IL","silk"
2,"82",69,"06MO","silk"
2,"83",79,"06IL","silk"
2,"83",90,"06A","silk"
2,"83",84,"07A","silk"
2,"83",71,"07CL","silk"
2,"83",69,"07IL","silk"
2,"83",66,"06MO","silk"
2,"84",92,"06IL","silk"
2,"84",97,"06A","silk"
2,"84",76,"07CL","silk"
2,"84",74,"07IL","silk"
2,"84",73,"06MO","silk"
2,"85",83,"06IL","silk"
2,"85",94,"06A","silk"
2,"85",87,"07A","silk"
2,"85",69,"07CL","silk"
2,"85",70,"07IL","silk"
2,"85",68,"06MO","silk"
2,"86",77,"06IL","silk"
2,"86",90,"06A","silk"
2,"86",79,"07A","silk"
2,"86",69,"07CL","silk"
2,"86",71,"07IL","silk"
2,"86",72,"06MO","silk"
2,"87",82,"06IL","silk"
2,"87",101,"06A","silk"
2,"87",90,"07A","silk"
2,"87",72,"07CL","silk"
2,"87",74,"07IL","silk"
2,"87",73,"06MO","silk"
2,"88",82,"06IL","silk"
2,"88",91,"06A","silk"
2,"88",82,"07A","silk"
2,"88",72,"07CL","silk"
2,"88",76,"07IL","silk"
2,"88",71,"06MO","silk"
2,"89",82,"06IL","silk"
2,"89",93,"06A","silk"
2,"89",84,"07A","silk"
2,"89",71,"07CL","silk"
2,"89",73,"07IL","silk"
2,"89",75,"06MO","silk"
2,"90",90,"06A","silk"
2,"90",80,"07A","silk"
2,"90",70,"07CL","silk"
2,"90",72,"07IL","silk"
2,"90",72,"06MO","silk"
2,"91",86,"06IL","silk"
2,"91",101,"06A","silk"
2,"91",88,"07A","silk"
2,"91",71,"07CL","silk"
2,"91",75,"07IL","silk"
2,"91",76,"06MO","silk"
2,"91",67,"07MO","silk"
2,"92",84,"06IL","silk"
2,"92",91,"06A","silk"
2,"92",79,"07A","silk"
2,"92",69,"07CL","silk"
2,"92",73,"07IL","silk"
2,"92",68,"06MO","silk"
2,"92",64,"07MO","silk"
2,"93",88,"06IL","silk"
2,"93",99,"06A","silk"
2,"93",84,"07A","silk"
2,"93",73,"07CL","silk"
2,"93",73,"07IL","silk"
2,"93",70,"06MO","silk"
2,"94",81,"06IL","silk"
2,"94",98,"06A","silk"
2,"94",80,"07A","silk"
2,"94",71,"07CL","silk"
2,"94",73,"07IL","silk"
2,"94",73,"06MO","silk"
2,"95",81,"06IL","silk"
2,"95",91,"06A","silk"
2,"95",84,"07A","silk"
2,"95",69,"07CL","silk"
2,"95",69,"07IL","silk"
2,"95",65,"06MO","silk"
2,"95",67,"07MO","silk"
2,"96",83,"06IL","silk"
2,"96",106,"06A","silk"
